Price,adj_close,close,high,low,open,volume
Ticker,USDJPY=X,USDJPY=X,USDJPY=X,USDJPY=X,USDJPY=X,USDJPY=X
Datetime,,,,,,
2025-11-24 00:00:00+00:00,156.6699981689453,156.6699981689453,156.6909942626953,156.65199279785156,156.67799377441406,0
2025-11-24 00:01:00+00:00,156.65899658203125,156.65899658203125,156.68899536132812,156.65199279785156,156.65899658203125,0
2025-11-24 00:02:00+00:00,156.69400024414062,156.69400024414062,156.7030029296875,156.65499877929688,156.66700744628906,0
2025-11-24 00:03:00+00:00,156.71400451660156,156.71400451660156,156.7259979248047,156.67799377441406,156.68899536132812,0
2025-11-24 00:04:00+00:00,156.72799682617188,156.72799682617188,156.73300170898438,156.70700073242188,156.71400451660156,0
2025-11-24 00:05:00+00:00,156.73899841308594,156.73899841308594,156.7429962158203,156.7100067138672,156.7239990234375,0
2025-11-24 00:06:00+00:00,156.7209930419922,156.7209930419922,156.74099731445312,156.71499633789062,156.73599243164062,0
2025-11-24 00:07:00+00:00,156.7259979248047,156.7259979248047,156.73599243164062,156.697998046875,156.7259979248047,0
2025-11-24 00:08:00+00:00,156.69900512695312,156.69900512695312,156.7259979248047,156.68499755859375,156.7259979248047,0
2025-11-24 00:09:00+00:00,156.67799377441406,156.67799377441406,156.70799255371094,156.66600036621094,156.70700073242188,0
2025-11-24 00:10:00+00:00,156.69400024414062,156.69400024414062,156.71200561523438,156.67599487304688,156.67799377441406,0
2025-11-24 00:11:00+00:00,156.70399475097656,156.70399475097656,156.71200561523438,156.68699645996094,156.69000244140625,0
2025-11-24 00:12:00+00:00,156.7010040283203,156.7010040283203,156.7169952392578,156.69900512695312,156.6999969482422,0
2025-11-24 00:13:00+00:00,156.7050018310547,156.7050018310547,156.71099853515625,156.68600463867188,156.70599365234375,0
2025-11-24 00:14:00+00:00,156.70599365234375,156.70599365234375,156.71400451660156,156.68899536132812,156.6999969482422,0
2025-11-24 00:15:00+00:00,156.70899963378906,156.70899963378906,156.72300720214844,156.697998046875,156.70899963378906,0
2025-11-24 00:16:00+00:00,156.71499633789062,156.71499633789062,156.7270050048828,156.70199584960938,156.70799255371094,0
2025-11-24 00:17:00+00:00,156.74600219726562,156.74600219726562,156.7480010986328,156.71400451660156,156.71499633789062,0
2025-11-24 00:18:00+00:00,156.72900390625,156.72900390625,156.74899291992188,156.72300720214844,156.73300170898438,0
2025-11-24 00:19:00+00:00,156.73800659179688,156.73800659179688,156.7429962158203,156.7259979248047,156.72900390625,0
2025-11-24 00:20:00+00:00,156.7239990234375,156.7239990234375,156.7449951171875,156.71800231933594,156.74099731445312,0
2025-11-24 00:21:00+00:00,156.71200561523438,156.71200561523438,156.7310028076172,156.70799255371094,156.72300720214844,0
2025-11-24 00:22:00+00:00,156.7100067138672,156.7100067138672,156.7239990234375,156.68899536132812,156.7169952392578,0
2025-11-24 00:23:00+00:00,156.7220001220703,156.7220001220703,156.7449951171875,156.71099853515625,156.71600341796875,0
2025-11-24 00:24:00+00:00,156.7270050048828,156.7270050048828,156.73300170898438,156.71200561523438,156.72799682617188,0
2025-11-24 00:25:00+00:00,156.72000122070312,156.72000122070312,156.73199462890625,156.71499633789062,156.71800231933594,0
2025-11-24 00:26:00+00:00,156.74200439453125,156.74200439453125,156.7469940185547,156.72000122070312,156.7270050048828,0
2025-11-24 00:27:00+00:00,156.75999450683594,156.75999450683594,156.76300048828125,156.73699951171875,156.74200439453125,0
2025-11-24 00:28:00+00:00,156.74099731445312,156.74099731445312,156.76199340820312,156.73899841308594,156.7519989013672,0
2025-11-24 00:29:00+00:00,156.74099731445312,156.74099731445312,156.75799560546875,156.73699951171875,156.74600219726562,0
2025-11-24 00:30:00+00:00,156.74200439453125,156.74200439453125,156.7570037841797,156.73800659179688,156.74600219726562,0
2025-11-24 00:31:00+00:00,156.7519989013672,156.7519989013672,156.76300048828125,156.74000549316406,156.74600219726562,0
2025-11-24 00:32:00+00:00,156.7550048828125,156.7550048828125,156.76100158691406,156.74000549316406,156.7550048828125,0
2025-11-24 00:33:00+00:00,156.75599670410156,156.75599670410156,156.76499938964844,156.7469940185547,156.7530059814453,0
2025-11-24 00:34:00+00:00,156.7530059814453,156.7530059814453,156.7729949951172,156.75100708007812,156.7519989013672,0
2025-11-24 00:35:00+00:00,156.7790069580078,156.7790069580078,156.78399658203125,156.7519989013672,156.76600646972656,0
2025-11-24 00:36:00+00:00,156.77699279785156,156.77699279785156,156.79299926757812,156.7570037841797,156.76499938964844,0
